No(idではない),name,ingredients,brand_name,production_area_name,food_type_name,calorie,target_age,rakuten_name,rakuten_item_code,medium_image_url,min_price,max_price,median_price,add_date
59,コンボ　キャット　下部尿路の健康維持アソート,"【まぐろ味減塩かつお節添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール）、魚介類（カツオブシ、フィッシュパウダー、フィッシュミール、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、α化でん粉、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【まぐろ味減塩かつお節＆まぐろ節添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール）、魚介類（フィッシュパウダー、カツオブシ、マグロブシ、フィッシュミール、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、α化でん粉、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【かつお味減塩小魚添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール）、油脂類（動物性油脂、植物性油脂）、魚介類（小魚、フィッシュパウダー、フィッシュミール、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、α化でん粉、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン",日本ペットフード コンボ,日本,ドライ,350,成猫,コンボ キャット 下部尿路の健康維持アソート,nyanzaq:10149776,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112046296.jpg,725,9705,1027,2023-08-01 23:03:28 +0900
60,コンボ　キャット　毛玉対応アソート,"【まぐろ味かつお節＆ささみチップ添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉、鶏ササミ）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大豆タンパク）、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ソルビトール、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、調味料、着色料（アナトー色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【かつお味かつおチップ＆小魚添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、小魚、フィッシュパウダー、魚肉すり身、カツオブシエキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、豆類（脱脂大豆、大豆タンパク）、でん粉、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、ソルビトール、酵母細胞壁（食物繊維源）、着色料（アナトー色素、紅麹色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、調味料、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【かつお味贅沢ほたてチップ添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、魚肉すり身、ホタテエキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、豆類（脱脂大豆、大豆タンパク）、でん粉、糖類（砂糖、オリゴ糖）、食塩、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、ソルビトール、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、増粘安定剤（加工でん粉）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、調味料、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン",日本ペットフード コンボ,日本,ドライ,350,全年齢,コンボ キャット 毛玉対応アソート,chanet:10658027,https://thumbnail.image.rakuten.co.jp/@0_mall/yamakishi/cabinet/item10j/4902112044827.jpg,346,9705,802,2023-08-01 23:03:28 +0900
61,コンボ　キャット　１１歳以上　毛玉対応アソート,"【かつお味細切りかつおチップ＆かつお節添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、カツオブシエキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大豆タンパク）、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ソルビトール、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、ｐＨ調整剤、調味料、着色料（アナトー色素、紅麹色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【かつお味やわらか焼きタラチップ＆ちりめん添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、ちりめん、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、焼きタラチップ、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、ｐＨ調整剤、調味料、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【まぐろ味贅沢ほたてチップ添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、魚肉すり身、ホタテエキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大豆タンパク）、糖類（砂糖、オリゴ糖）、食塩、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ソルビトール、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、増粘安定剤（加工でん粉）、ｐＨ調整剤、調味料、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン",日本ペットフード コンボ,日本,ドライ,350,シニア,コンボ キャット １１歳以上 毛玉対応アソート,chanet:10658027,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112044865.jpg,346,9705,973,2023-08-01 23:03:28 +0900
62,コンボ　キャット　１５歳以上　毛玉対応アソート,"【かつお味細切りかつおチップ＆かつお節添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、カツオブシエキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大豆タンパク）、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、ソルビトール、酵母細胞壁（食物繊維源）、ｐＨ調整剤、調味料、着色料（アナト―色素、紅麹色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【かつお味やわらか焼きタラチップ＆ちりめん添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、ちりめん、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、焼きタラチップ、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、ｐＨ調整剤、調味料、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン
【減塩かつお節＆まぐろ節添え】穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、カツオブシ、マグロブシ、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、コエンザイムＱ１０、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、ｐＨ調整剤、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン",日本ペットフード コンボ,日本,ドライ,350,シニア,コンボ キャット １５歳以上 毛玉対応アソート,nyanzaq:10128831,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112044902.jpg,638,9705,948,2023-08-01 23:03:28 +0900
63,コンボ　キャット　子ねこ用　ミルクチップ添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、魚肉すり身、マグロエキス、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、ビール酵母（β‐グルカン源）、でん粉、牛乳、食塩、大豆タンパク、オリゴ糖、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、ソルビトール、調味料、着色料（食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）,日本ペットフード コンボ,日本,ドライ,370,子猫,コンボ キャット 子ねこ ミルクチップ添え,chanet:10528011,https://thumbnail.image.rakuten.co.jp/@0_mall/kohnan-eshop/cabinet/goods/201801/s2/4902112043998.jpg,148,13497,860,2023-08-01 23:03:28 +0900
64,コンボ　キャット　まぐろ味・カニカマ・小魚添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、小魚、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、乾燥カニカマ、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁、着色料（紅麹色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、調味料、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,360,全年齢,コンボ キャット まぐろ味 カニカマ 小魚添え,chanet:10132682,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112042281.jpg,452,10068,843,2023-08-01 23:03:28 +0900
65,コンボ　キャット　まぐろ味・かつお節・小魚添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、小魚、カツオブシ、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,360,全年齢,コンボ キャット まぐろ味 かつお節 小魚添え,bluewood:10007671,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07042298.jpg,315,9705,835,2023-08-01 23:03:28 +0900
66,コンボ　キャット　かつお味・鮭チップ・かつお節添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身（鮭を含む）、鮭エキス、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、豆類（脱脂大豆、大豆タンパク）、でん粉、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、ソルビトール、酵母細胞壁、調味料、着色料（紅麹色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,360,全年齢,コンボ キャット かつお味 鮭チップ かつお節添え,chanet:10248434,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07043172.jpg,657,9705,916,2023-08-01 23:03:28 +0900
67,コンボ　キャット　まぐろ味・熟成かつお添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、カツオ加工品（熟成カツオ）、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,360,全年齢,コンボ キャット まぐろ味 熟成かつお添え,rakuten24:11180054,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07046814.jpg,778,24222,1380,2023-08-01 23:03:28 +0900
68,コンボ　キャット　肥満が気になる猫用　まぐろ味・かつお節・小魚添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（チキンミール、牛肉粉、豚肉粉）、魚介類（フィッシュミール、小魚、カツオブシ、フィッシュパウダー、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（植物性油脂、動物性油脂）、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,350,成猫,コンボ キャット 肥満が気になる猫 まぐろ味 かつお節 小魚添え,sundrug:10060366,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112043547.jpg,638,11778,1205,2023-08-01 23:03:28 +0900
69,コンボ　キャット　下部尿路の健康維持,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉）、肉類（牛肉粉、豚肉粉、チキンミール）、魚介類（カツオブシ、フィッシュパウダー、フィッシュミール、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、α化でん粉、脱脂大豆、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、着色料（二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,350,成猫,コンボ キャット 下部尿路の健康維持,nyanzaq:10111989,https://thumbnail.image.rakuten.co.jp/@0_mall/sundrug/cabinet/66/4902112043653.jpg,184,13200,803,2023-08-01 23:03:28 +0900
70,コンボ　キャット　腎臓の健康維持,穀類（トウモロコシ、小麦粉、コーングルテンミール、パン粉）、肉類（牛肉粉、豚肉粉）、魚介類（フィッシュミール、フィッシュパウダー、カツオブシ、マグロブシ、マグロエキス、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、海藻粉末（ＤＨＡ源）、オリゴ糖、ミネラル類（カルシウム、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、アミノ酸類（タウリン、トリプトファン、メチオニン）、ｐＨ調整剤、酵母細胞壁（食物繊維源）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）,日本ペットフード コンボ,日本,ドライ,350,成猫,コンボ キャット 腎臓の健康維持,bluewood:10019007,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07046838.jpg,184,13200,420,2023-08-01 23:03:28 +0900
71,コンボ　キャット　毛玉対応　まぐろ味・ささみチップ・かつお節添え,穀類（トウモロコシ、コーングルテンミール、小麦粉、パン粉、小麦タンパク）、肉類（チキンミール、牛肉粉、豚肉粉、鶏ササミ）、魚介類（フィッシュミール、カツオブシ、フィッシュパウダー、魚肉すり身、マグロエキス、小魚粉末、カツオ節粉、カツオエキス、シラスパウダー）、油脂類（動物性油脂、植物性油脂）、でん粉、豆類（脱脂大豆、大豆タンパク）、食塩、オリゴ糖、ハーブ（タイム、ディル、フェンネル）、野菜類（トマト、ニンジン、ホウレンソウ）、クランベリーパウダー、ミネラル類（カルシウム、リン、カリウム、ナトリウム、クロライド、銅、亜鉛、ヨウ素）、ｐＨ調整剤、アミノ酸類（タウリン、トリプトファン、メチオニン）、ソルビトール、ビタミン類（Ａ、Ｂ１、Ｂ２、Ｂ６、Ｂ１２、Ｄ、Ｅ、Ｋ、ニコチン酸、パントテン酸、葉酸、コリン）、酵母細胞壁（食物繊維源）、調味料、着色料（アナトー色素、二酸化チタン、食用赤色１０２号、食用赤色１０６号、食用黄色５号、食用青色１号）、酸化防止剤（ミックストコフェロール、ローズマリー抽出物）、グルコサミン、コンドロイチン,日本ペットフード コンボ,日本,ドライ,350,全年齢,コンボ キャット 毛玉対応 まぐろ味 ささみチップ かつお節添え,bluewood:10003759,https://thumbnail.image.rakuten.co.jp/@0_mall/yamakishi/cabinet/item10j/4902112042366.jpg,705,8916,936,2023-08-01 23:03:28 +0900
